name,phone,website,address,rating,reviews,city,state,category,place_id,business_status
"UTL Solar Shoppe | Solar Inverter | Solar Panel - Guru Nanak Electric Rickshaw, Amritsar",,https://upsinverter.com/utl/amritsar/,"O/s Lohgarh Gate, Opp. Gaushala, Chowk Baba Bhouri Wala, Wala, Amritsar, Punjab 143001, India",4.9,9,Amritsar,Punjab,Solar Panel Dealers,ChIJG463rGp7GTkRny8a38nHL9o,OPERATIONAL
Bandala Solar Energy System,062808 73042,,"near Mohit karyana Store, Bundala, New Jhawar Nagar, Amritsar, Punjab 143413, India",5,13,Amritsar,Punjab,Solar Panel Dealers,ChIJtRnFmmLVGzkRsMwqY0jLI44,OPERATIONAL
Atlas Services-Best Solar Panel/On grid Solar/off grid Solar/Inverter Battery/Luminous inverter Battery Dealer in Amritsar,087072 52971,,"Shop No, 4, Dr.Complex, L GF, Majitha Rd, near Gupta Baker, Opp. ENT Hospital, Sehaj Avenue, Amritsar, Punjab 143001, India",4.7,17,Amritsar,Punjab,Solar Inverter Specialists,ChIJB-vknU5jGTkR3vLKSwx7_ig,OPERATIONAL
Shakti Power Solutions Pvt limited,,https://www.shaktipowertronix.com/,"SCO 18-27 Sehaj Enclave Market, Majitha Rd, Sehaj Avenue, Amritsar, Punjab 143001, India",4.8,307,Amritsar,Punjab,Solar Inverter Specialists,ChIJs9-l-mhjGTkRgtS5kxk30qg,OPERATIONAL
National Solar Solutions,098728 37607,http://www.nationalsolarpunjab.com/,"Shop No. 70, 1st Floor, Nehru Shopping Complex, Lawrence Road, Maharaja Ranjit Singh Nagar, Joshi Colony, Amritsar, Punjab 143001, India",5,127,Amritsar,Punjab,Solar Inverter Specialists,ChIJF1sy92BjGTkROQUKIb56cic,OPERATIONAL
"CHABHAL RENEWABLE ENERGY Waaree solar service centre, UTL solar distributor and Future Solar Distributor.",098030 14527,https://chabhal-renewable-energy.grexa.site/,"1 Malviya Enclave, near, Sewa Samiti Hospital, M.M Malviya Rd, opposite compnay Bagh, near NO EXIT, INA Colony, Amritsar, Punjab 143001, India",4.7,27,Amritsar,Punjab,Solar Inverter Specialists,ChIJ9Z3pgOVlGTkRLfv3OY6kkl0,OPERATIONAL
Luminous - Excel Services,098884 51300,https://sites.google.com/view/luminous-excel-services,"Shop No, 2nd Floor, 13-A, M.M Malviya Rd, near Harsha Petrol Pump, Maharaja Ranjit Singh Nagar, INA Colony, Amritsar, Punjab 143001, India",4.9,102,Amritsar,Punjab,Solar Inverter Specialists,ChIJc2t5SlZjGTkRJ2J0nYbWEgw,OPERATIONAL
Tata Power - Channel Partner Star Power Distribution Pvt Ltd,072172 10027,http://stardistribution.in/,"LOWER GROUND FLOOR, TRIBUTE BUILDING, SCO-120, Gumtala Sub Urban, B - Block, Ranjit Avenue, Amritsar, Punjab 143001, India",4.4,22,Amritsar,Punjab,Solar Inverter Specialists,ChIJQ5EwD1dlGTkRtOkVgOp3Oxs,OPERATIONAL
Gravity Power Solutions - UPS & Battery Dealers,098882 62021,http://www.gravitypowersolutions.com/,"88,3rd floor, Nehru shopping complex, Lawrence Road, Maharaja Ranjit Singh Nagar, Joshi Colony, Amritsar, Punjab 143001, India",4.6,48,Amritsar,Punjab,Solar Inverter Specialists,ChIJGwP3xmVjGTkRTSeVmn_bz_U,OPERATIONAL
New Super Star- Microtek Okaya Exide Inverter Batteries Lithium-ion batteries Online UPS,099157 37771,,"3, Queens Rd, near Victoria Hotel, opposite street of Friends Dhaba, Crystal Chowk, INA Colony, Amritsar, Punjab 143001, India",4.9,19,Amritsar,Punjab,Solar Inverter Specialists,ChIJSeLt3KlkGTkRUHd_trmeXFs,OPERATIONAL
GM Solar System-Best Solar Dealer/Off Grid/On Grid/Hybrid Solar System/Solar Panels in Amritsar,075083 16898,http://www.gmsolarsystem.com/,"Block, Verka Bypass, near Premi Dhaba, Mudhal, Amritsar, Punjab 143501, India",4.8,19,Amritsar,Punjab,Solar Inverter Specialists,ChIJR4-JXFpjGTkRlCkfMqqksww,OPERATIONAL
Bright Battery House - Inverter Battery store,098722 46474,,"Grand Trunk Rd, Opposite To Amritsar Bus Stand, East Hussain Pura, Sharifpura, Amritsar, Punjab 143001, India",4.7,20,Amritsar,Punjab,Solar Inverter Specialists,ChIJ-ZTj-1JjGTkR78YTTMtABOM,OPERATIONAL
"CHABHAL RENEWABLE ENERGY Waaree solar service centre, UTL solar distributor and Future Solar Distributor.",098030 14527,https://chabhal-renewable-energy.grexa.site/,"1 Malviya Enclave, near, Sewa Samiti Hospital, M.M Malviya Rd, opposite compnay Bagh, near NO EXIT, INA Colony, Amritsar, Punjab 143001, India",4.7,27,Amritsar,Punjab,Solar AMC & Maintenance,ChIJ9Z3pgOVlGTkRLfv3OY6kkl0,OPERATIONAL
Gridstone Solar Solutions,,http://www.gridstonesolar.com/,"Gridstone Solar Solutions, opp. DAV College of Education for Women, Katra Sher Singh, Katra Ahluwalia, Amritsar, Punjab 143001, India",5,3,Amritsar,Punjab,Solar AMC & Maintenance,ChIJmz1xwgxlGTkRd_3RJiklELQ,OPERATIONAL
GM Solar System-Best Solar Dealer/Off Grid/On Grid/Hybrid Solar System/Solar Panels in Amritsar,075083 16898,http://www.gmsolarsystem.com/,"Block, Verka Bypass, near Premi Dhaba, Mudhal, Amritsar, Punjab 143501, India",4.8,19,Amritsar,Punjab,Solar AMC & Maintenance,ChIJR4-JXFpjGTkRlCkfMqqksww,OPERATIONAL
MICRON SOLAR SOLUTIONS,096467 90702,,"3571, 3rd Floor, Guru Ramdas Nagar, Sultanwind Road,, Bhagat Nagar, Amritsar, Amritsar Cantt., Punjab 143006, India",4.9,23,Amritsar,Punjab,Solar AMC & Maintenance,ChIJS_o8w7p8GTkR2f90zgypdA8,OPERATIONAL
National Solar Solutions,098728 37607,http://www.nationalsolarpunjab.com/,"Shop No. 70, 1st Floor, Nehru Shopping Complex, Lawrence Road, Maharaja Ranjit Singh Nagar, Joshi Colony, Amritsar, Punjab 143001, India",5,127,Amritsar,Punjab,Solar AMC & Maintenance,ChIJF1sy92BjGTkROQUKIb56cic,OPERATIONAL
Shakti Power Solutions Pvt limited,,https://www.shaktipowertronix.com/,"SCO 18-27 Sehaj Enclave Market, Majitha Rd, Sehaj Avenue, Amritsar, Punjab 143001, India",4.8,307,Amritsar,Punjab,Solar AMC & Maintenance,ChIJs9-l-mhjGTkRgtS5kxk30qg,OPERATIONAL
SOLAR WAVES (A HOUSE OF SOLAR POWER),095697 98154,http://www.solarwaves.com/,"Green Plaza Court Road, Inside Car Repair Market , Back side Nokia Shop, 110, opp. Swami Motors, INA Colony, Amritsar, Punjab 143001, India",5,21,Amritsar,Punjab,Solar AMC & Maintenance,ChIJO0I_eBFlGTkRDcw4W8L9Q9w,OPERATIONAL
Usha Shriram Solar - Rahil Enterprises,079 6624 7329,https://dealers.ushasolarindia.com/usha-solar/dealers-in-amritsar/dealers-in-Hall-Bazar/usha-shriram-solar-rahil-enterprises-in-Hall-Bazar-amritsar--7JK4lE/home,"Shop No 862, Chowk Bijli, 1-851, nearby RS Tower, Hall Bazar, Katra Ahluwalia, Amritsar, Punjab 143001, India",4.9,36,Amritsar,Punjab,Solar AMC & Maintenance,ChIJzyqmxchjGTkRVf5sOeMA9Ok,OPERATIONAL
Atlas Services-Best Solar Panel/On grid Solar/off grid Solar/Inverter Battery/Luminous inverter Battery Dealer in Amritsar,087072 52971,,"Shop No, 4, Dr.Complex, L GF, Majitha Rd, near Gupta Baker, Opp. ENT Hospital, Sehaj Avenue, Amritsar, Punjab 143001, India",4.7,17,Amritsar,Punjab,Solar AMC & Maintenance,ChIJB-vknU5jGTkR3vLKSwx7_ig,OPERATIONAL
Tata Power - Channel Partner Star Power Distribution Pvt Ltd,072172 10027,http://stardistribution.in/,"LOWER GROUND FLOOR, TRIBUTE BUILDING, SCO-120, Gumtala Sub Urban, B - Block, Ranjit Avenue, Amritsar, Punjab 143001, India",4.4,22,Amritsar,Punjab,Solar AMC & Maintenance,ChIJQ5EwD1dlGTkRtOkVgOp3Oxs,OPERATIONAL
Solar Company in Ludhiana | DK Energy Solution,098884 92243,https://dkes.in/,"25/3, Second Floor, New, near Guruduwara, Central Town, Basant City, Ludhiana, Dad, Punjab 141012, India",5,253,Ludhiana,Punjab,Residential Solar Installers,ChIJjxPLaciBGjkRrzwfcZuVhKo,OPERATIONAL
PureSun Power -Best Solar system with Top-notch service and quality,075084 88288,https://www.facebook.com/share/16Kd1UEVAx/,"Shop no 396/397, Heaven city, tajpur road, Bhamia Kalan, Ludhiana, Punjab 141015, India",5,78,Ludhiana,Punjab,Residential Solar Installers,ChIJ4_pCU1mdGjkRMxS6nO2LSvc,OPERATIONAL
Shinesolar Energy Solutions Private Limited,088720 45945,https://www.shinesolarenergy.com/,"SCO 12, Swani Motors Basement, Feroz Gandhi Market, Jila Kacheri Area, Model Gram, Ludhiana, Punjab 141001, India",4.8,112,Ludhiana,Punjab,Residential Solar Installers,ChIJi61-0LmDGjkRflmFsCc07yA,OPERATIONAL
Tech Power Solar – Ludhiana Punjab,088689 42531,http://www.techpowersolar.in/,"RK Rd, Cheema Chowk, Transport Nagar, Industrial Area- A, Ludhiana, Punjab 141003, India",5,36,Ludhiana,Punjab,Residential Solar Installers,ChIJDayCNjCDGjkRlB05uBV0seM,OPERATIONAL
The Power Pavillion - Solar Plant Installation Company,098786 76291,,"Shop No 1, Main, Ferozepur Rd, opp. Hotel Hyatt office, Ranjit Nagar, Barewal Awana, Ludhiana, Punjab 141012, India",5,26,Ludhiana,Punjab,Residential Solar Installers,ChIJYd51Zm-DGjkRq568f1IQpMQ,OPERATIONAL
Kohli Solutions (Power Solar Systems),079736 05028,,"#3704/1, Aman House, Link Rd, Adj Bharat Petroleum Pump, Shivajinagar, Ludhiana, Punjab 141003, India",4.9,25,Ludhiana,Punjab,Residential Solar Installers,ChIJV2rahCCDGjkRvDzXVBE85CQ,OPERATIONAL
Solar Panel Ludhiana,098140 31743,https://www.thesolarpanel.in/,"SCO-1, Toor Complex, Dugri Rd, Sant Fateh Singh Nagar, Model Town Extension, Model Town, Ludhiana, Punjab 141002, India",,,Ludhiana,Punjab,Residential Solar Installers,ChIJYxP2b1GDGjkR3tiP3sNjppw,OPERATIONAL
Roop Solar - Rth Infra Pvt. Ltd. - Waaree,097797 90007,https://www.roopsolar.com/,"SH20, near Preet Nursing home, Guru Govind Singh Nagar, Hambran, Punjab 141110, India",4.9,152,Ludhiana,Punjab,Residential Solar Installers,ChIJJcy7Ksp9GjkRaOT87ZLb5hY,OPERATIONAL
"Whitematter Energy Solutions- Waaree Solar Panel Dealer, Havells Solar Panel Dealers, Luminous Solar Panel Dealer in Ludhiana",099884 32432,http://www.whitematter.in/,"1197/2, Jaimal Singh Rd, opposite Ludhiana Chemicals, Janta Nagar, Ludhiana, Punjab 141003, India",5,11,Ludhiana,Punjab,Residential Solar Installers,ChIJ4Tdva0eDGjkR--oW7znZSnc,OPERATIONAL
Tecsa Solar Systems,098214 65584,http://www.tecsasolar.com/,"Madhok Complex, Ferozepur Rd, near Aarti Chowk, opposite Silver Arc Mall, Ghumar Mandi, Ludhiana, Punjab 141001, India",4.1,28,Ludhiana,Punjab,Residential Solar Installers,ChIJESMaetuBGjkRGG1eolNbqI4,OPERATIONAL
Solar Company in Ludhiana | DK Energy Solution,098884 92243,https://dkes.in/,"25/3, Second Floor, New, near Guruduwara, Central Town, Basant City, Ludhiana, Dad, Punjab 141012, India",5,253,Ludhiana,Punjab,Commercial Solar Installers,ChIJjxPLaciBGjkRrzwfcZuVhKo,OPERATIONAL
Shinesolar Energy Solutions Private Limited,088720 45945,https://www.shinesolarenergy.com/,"SCO 12, Swani Motors Basement, Feroz Gandhi Market, Jila Kacheri Area, Model Gram, Ludhiana, Punjab 141001, India",4.8,112,Ludhiana,Punjab,Commercial Solar Installers,ChIJi61-0LmDGjkRflmFsCc07yA,OPERATIONAL
Tecsa Solar Systems,098214 65584,http://www.tecsasolar.com/,"Madhok Complex, Ferozepur Rd, near Aarti Chowk, opposite Silver Arc Mall, Ghumar Mandi, Ludhiana, Punjab 141001, India",4.1,28,Ludhiana,Punjab,Commercial Solar Installers,ChIJESMaetuBGjkRGG1eolNbqI4,OPERATIONAL
TATA POWER SOLAR,088689 42531,,"RK Rd, near Zoom Hotel, Transport Nagar, Industrial Area- A, Ludhiana, Punjab 141003, India",4.7,36,Ludhiana,Punjab,Commercial Solar Installers,ChIJzRmGrRiDGjkR-G1eBrAL434,OPERATIONAL
Tech Power Solar – Ludhiana Punjab,088689 42531,http://www.techpowersolar.in/,"RK Rd, Cheema Chowk, Transport Nagar, Industrial Area- A, Ludhiana, Punjab 141003, India",5,36,Ludhiana,Punjab,Commercial Solar Installers,ChIJDayCNjCDGjkRlB05uBV0seM,OPERATIONAL
Kohli Solutions (Power Solar Systems),079736 05028,,"#3704/1, Aman House, Link Rd, Adj Bharat Petroleum Pump, Shivajinagar, Ludhiana, Punjab 141003, India",4.9,25,Ludhiana,Punjab,Commercial Solar Installers,ChIJV2rahCCDGjkRvDzXVBE85CQ,OPERATIONAL
Glow Rays Solar,098882 35154,,"Anuj Sanitation & Builders, Opp. Kwality Departmental Store, Backside Keys Hotel, Threeky Road, Jagjit Nagar, Central Town, Basant City, Ludhiana, Dad, Punjab 142022, India",4.8,22,Ludhiana,Punjab,Commercial Solar Installers,ChIJyY6ORJeBGjkR6DbnzPW-B6I,OPERATIONAL
"Solarium Solar Power Systems - solar power plant, solar structure, solar panel in Punjab",098780 21310,http://www.solarium.co.in/,"Plot no 4&5, Grewal Nagar Rd, Guru Govind Singh Nagar, Indl Area, Hambran, Punjab 141110, India",4.7,15,Ludhiana,Punjab,Commercial Solar Installers,ChIJ34DhLc59GjkRwO6CtlTDCYI,OPERATIONAL
Waaree Solar Ludhiana Punjab,088689 42531,http://www.waareesolar.com/,"867, Textile Colony, Transport Nagar, Industrial Area- A, Ludhiana, Punjab 141003, India",5,10,Ludhiana,Punjab,Commercial Solar Installers,ChIJRfT6VQCDGjkR_Gy5J70S0UA,OPERATIONAL
SAVARNI ENTERPRISES,088378 38113,https://savarnienterprises.com/,"Manakwal Gate, Dhandra Rd, Duggri, Urban Estate Dugri, Ludhiana, Punjab 141001, India",5,11,Ludhiana,Punjab,Commercial Solar Installers,ChIJ69vY6XCDGjkRdtHQwnV1pfU,OPERATIONAL
Shinesolar Energy Solutions Private Limited,088720 45945,https://www.shinesolarenergy.com/,"SCO 12, Swani Motors Basement, Feroz Gandhi Market, Jila Kacheri Area, Model Gram, Ludhiana, Punjab 141001, India",4.8,112,Ludhiana,Punjab,Solar Panel Dealers,ChIJi61-0LmDGjkRflmFsCc07yA,OPERATIONAL
Solar Company in Ludhiana | DK Energy Solution,098884 92243,https://dkes.in/,"25/3, Second Floor, New, near Guruduwara, Central Town, Basant City, Ludhiana, Dad, Punjab 141012, India",5,253,Ludhiana,Punjab,Solar Panel Dealers,ChIJjxPLaciBGjkRrzwfcZuVhKo,OPERATIONAL
"Whitematter Energy Solutions- Waaree Solar Panel Dealer, Havells Solar Panel Dealers, Luminous Solar Panel Dealer in Ludhiana",099884 32432,http://www.whitematter.in/,"1197/2, Jaimal Singh Rd, opposite Ludhiana Chemicals, Janta Nagar, Ludhiana, Punjab 141003, India",5,11,Ludhiana,Punjab,Solar Panel Dealers,ChIJ4Tdva0eDGjkR--oW7znZSnc,OPERATIONAL
Tecsa Solar Systems,098214 65584,http://www.tecsasolar.com/,"Madhok Complex, Ferozepur Rd, near Aarti Chowk, opposite Silver Arc Mall, Ghumar Mandi, Ludhiana, Punjab 141001, India",4.1,28,Ludhiana,Punjab,Solar Panel Dealers,ChIJESMaetuBGjkRGG1eolNbqI4,OPERATIONAL
Glow Rays Solar,098882 35154,,"Anuj Sanitation & Builders, Opp. Kwality Departmental Store, Backside Keys Hotel, Threeky Road, Jagjit Nagar, Central Town, Basant City, Ludhiana, Dad, Punjab 142022, India",4.8,22,Ludhiana,Punjab,Solar Panel Dealers,ChIJyY6ORJeBGjkR6DbnzPW-B6I,OPERATIONAL
TATA POWER SOLAR,088689 42531,,"RK Rd, near Zoom Hotel, Transport Nagar, Industrial Area- A, Ludhiana, Punjab 141003, India",4.7,36,Ludhiana,Punjab,Solar Panel Dealers,ChIJzRmGrRiDGjkR-G1eBrAL434,OPERATIONAL
Tech Power Solar – Ludhiana Punjab,088689 42531,http://www.techpowersolar.in/,"RK Rd, Cheema Chowk, Transport Nagar, Industrial Area- A, Ludhiana, Punjab 141003, India",5,36,Ludhiana,Punjab,Solar Panel Dealers,ChIJDayCNjCDGjkRlB05uBV0seM,OPERATIONAL
SUNRISE POWERTECH SOLAR,099888 86713,http://www.sunrisepowertech.com/,"Near, Samrala Chowk Samrala Chowk, Shamala Chowk, EWS Colony, Guru Arjan Dev Nagar, Ludhiana, Punjab 141008, India",4.9,18,Ludhiana,Punjab,Solar Panel Dealers,ChIJZdAwiD6DGjkRAAAAMK6YPzs,OPERATIONAL
"SS Solar Speciality- Acdb, m4 connector, solar inverter, solar panel",098722 80100,https://www.facebook.com/sssolarspeciality/,"B-XXIX 1251/2, C-44, R, SOUTHERN BYPASS, C Block, Guru Gobind Singh Nagar, Ishar Nagar, Ludhiana, Punjab 141003, India",4.6,11,Ludhiana,Punjab,Solar Panel Dealers,ChIJOUeZBT6DGjkRtL0uBOgbq5k,OPERATIONAL
Kohli Solutions (Power Solar Systems),079736 05028,,"#3704/1, Aman House, Link Rd, Adj Bharat Petroleum Pump, Shivajinagar, Ludhiana, Punjab 141003, India",4.9,25,Ludhiana,Punjab,Solar Panel Dealers,ChIJV2rahCCDGjkRvDzXVBE85CQ,OPERATIONAL
✴️ POWER TOUCH BATTERY auth. Best Exide Amaron Luminous Microtek solar Online UPS Inverter Lithium dealer in ludhiana punjab,098766 08484,https://power-touch-battery-auth.grexa.site/,"G.T road Daba Road, Street No 1, near hp petrol pump, BMS Nagar, Guru Amar Das Colony, Ludhiana, Punjab 141003, India",4.9,168,Ludhiana,Punjab,Solar Inverter Specialists,ChIJdxB_1eyCGjkREODXn7g3xJQ,OPERATIONAL
"Prabhu Electric Company | Inverter battery distributor in Ludhiana, Punjab",098152 83678,,"Main Chandigarh Rd, Jamalpur Chowk, Opposite Main Gate Power House, Ahluwalia Colony, Jamalpur, Ludhiana, Punjab 141003, India",4.8,111,Ludhiana,Punjab,Solar Inverter Specialists,ChIJY0RUSNicGjkR_3hzufHBNTA,OPERATIONAL
Solar Company in Ludhiana | DK Energy Solution,098884 92243,https://dkes.in/,"25/3, Second Floor, New, near Guruduwara, Central Town, Basant City, Ludhiana, Dad, Punjab 141012, India",5,253,Ludhiana,Punjab,Solar Inverter Specialists,ChIJjxPLaciBGjkRrzwfcZuVhKo,OPERATIONAL
Shinesolar Energy Solutions Private Limited,088720 45945,https://www.shinesolarenergy.com/,"SCO 12, Swani Motors Basement, Feroz Gandhi Market, Jila Kacheri Area, Model Gram, Ludhiana, Punjab 141001, India",4.8,112,Ludhiana,Punjab,Solar Inverter Specialists,ChIJi61-0LmDGjkRflmFsCc07yA,OPERATIONAL
Shri Sukhmani Enterprises,098146 34132,,"Street No 2, Ranjodh Park, Haibowal Kalan, Ludhiana, Punjab 141001, India",4.9,96,Ludhiana,Punjab,Solar Inverter Specialists,ChIJ0x5xmPyDGjkRsVzd5WBuzx8,OPERATIONAL
Tech Power Solar – Ludhiana Punjab,088689 42531,http://www.techpowersolar.in/,"RK Rd, Cheema Chowk, Transport Nagar, Industrial Area- A, Ludhiana, Punjab 141003, India",5,36,Ludhiana,Punjab,Solar Inverter Specialists,ChIJDayCNjCDGjkRlB05uBV0seM,OPERATIONAL
"SS Solar Speciality- Acdb, m4 connector, solar inverter, solar panel",098722 80100,https://www.facebook.com/sssolarspeciality/,"B-XXIX 1251/2, C-44, R, SOUTHERN BYPASS, C Block, Guru Gobind Singh Nagar, Ishar Nagar, Ludhiana, Punjab 141003, India",4.6,11,Ludhiana,Punjab,Solar Inverter Specialists,ChIJOUeZBT6DGjkRtL0uBOgbq5k,OPERATIONAL
"Whitematter Energy Solutions- Waaree Solar Panel Dealer, Havells Solar Panel Dealers, Luminous Solar Panel Dealer in Ludhiana",099884 32432,http://www.whitematter.in/,"1197/2, Jaimal Singh Rd, opposite Ludhiana Chemicals, Janta Nagar, Ludhiana, Punjab 141003, India",5,11,Ludhiana,Punjab,Solar Inverter Specialists,ChIJ4Tdva0eDGjkR--oW7znZSnc,OPERATIONAL
Jai Bala Ji Enterprises,097800 21855,,"204, Main Road, Street Number 14, opposite OBC Bank, Opposite Orient Bank, Field Gunj, Ludhiana, Punjab 141008, India",4.6,31,Ludhiana,Punjab,Solar Inverter Specialists,ChIJn_xnegmDGjkRNTYR99VvRHc,OPERATIONAL
Kohli Solutions (Power Solar Systems),079736 05028,,"#3704/1, Aman House, Link Rd, Adj Bharat Petroleum Pump, Shivajinagar, Ludhiana, Punjab 141003, India",4.9,25,Ludhiana,Punjab,Solar Inverter Specialists,ChIJV2rahCCDGjkRvDzXVBE85CQ,OPERATIONAL
Solar Company in Ludhiana | DK Energy Solution,098884 92243,https://dkes.in/,"25/3, Second Floor, New, near Guruduwara, Central Town, Basant City, Ludhiana, Dad, Punjab 141012, India",5,253,Ludhiana,Punjab,Solar AMC & Maintenance,ChIJjxPLaciBGjkRrzwfcZuVhKo,OPERATIONAL
PureSun Power -Best Solar system with Top-notch service and quality,075084 88288,https://www.facebook.com/share/16Kd1UEVAx/,"Shop no 396/397, Heaven city, tajpur road, Bhamia Kalan, Ludhiana, Punjab 141015, India",5,78,Ludhiana,Punjab,Solar AMC & Maintenance,ChIJ4_pCU1mdGjkRMxS6nO2LSvc,OPERATIONAL
Shinesolar Energy Solutions Private Limited,088720 45945,https://www.shinesolarenergy.com/,"SCO 12, Swani Motors Basement, Feroz Gandhi Market, Jila Kacheri Area, Model Gram, Ludhiana, Punjab 141001, India",4.8,112,Ludhiana,Punjab,Solar AMC & Maintenance,ChIJi61-0LmDGjkRflmFsCc07yA,OPERATIONAL
"Whitematter Energy Solutions- Waaree Solar Panel Dealer, Havells Solar Panel Dealers, Luminous Solar Panel Dealer in Ludhiana",099884 32432,http://www.whitematter.in/,"1197/2, Jaimal Singh Rd, opposite Ludhiana Chemicals, Janta Nagar, Ludhiana, Punjab 141003, India",5,11,Ludhiana,Punjab,Solar AMC & Maintenance,ChIJ4Tdva0eDGjkR--oW7znZSnc,OPERATIONAL
Tech Power Solar – Ludhiana Punjab,088689 42531,http://www.techpowersolar.in/,"RK Rd, Cheema Chowk, Transport Nagar, Industrial Area- A, Ludhiana, Punjab 141003, India",5,36,Ludhiana,Punjab,Solar AMC & Maintenance,ChIJDayCNjCDGjkRlB05uBV0seM,OPERATIONAL
Solar Panel Cleaning and Maintenance,,http://www.sunfuelcares.com/,"2995, New Tagore Nagar, Haibowal Kalan, Ludhiana, Punjab 141001, India",,,Ludhiana,Punjab,Solar AMC & Maintenance,ChIJm_s0ZACDGjkRbDaVxgefYx0,OPERATIONAL
Tecsa Solar Systems,098214 65584,http://www.tecsasolar.com/,"Madhok Complex, Ferozepur Rd, near Aarti Chowk, opposite Silver Arc Mall, Ghumar Mandi, Ludhiana, Punjab 141001, India",4.1,28,Ludhiana,Punjab,Solar AMC & Maintenance,ChIJESMaetuBGjkRGG1eolNbqI4,OPERATIONAL
The Power Pavillion - Solar Plant Installation Company,098786 76291,,"Shop No 1, Main, Ferozepur Rd, opp. Hotel Hyatt office, Ranjit Nagar, Barewal Awana, Ludhiana, Punjab 141012, India",5,26,Ludhiana,Punjab,Solar AMC & Maintenance,ChIJYd51Zm-DGjkRq568f1IQpMQ,OPERATIONAL
"Solarium Solar Power Systems - solar power plant, solar structure, solar panel in Punjab",098780 21310,http://www.solarium.co.in/,"Plot no 4&5, Grewal Nagar Rd, Guru Govind Singh Nagar, Indl Area, Hambran, Punjab 141110, India",4.7,15,Ludhiana,Punjab,Solar AMC & Maintenance,ChIJ34DhLc59GjkRwO6CtlTDCYI,OPERATIONAL
JOT ELECTRO CARE,098880 80760,,"Jot electro care, B-28 996, Panjab Mata Nagar, Vishal Nagar, Shaheed Bhagat Singh Nagar, Ludhiana, Punjab 141013, India",4.5,42,Ludhiana,Punjab,Solar AMC & Maintenance,ChIJl6jD_EuCGjkRurY3jnFw5x4,OPERATIONAL
Shivam Solar Power,088880 66656,https://www.shivamsolarnashik.com/,"Nilayam Appt, Agra - Mumbai Hwy, opp. Jawa Two Wheeler Service. Station, Suchita Nagar, Mumbai Naka, Deepali Nagar, Nashik, Maharashtra 422009, India",4.8,51,Nashik,Maharashtra,Residential Solar Installers,ChIJCd5nQ8jr3TsRS-jwOiQesN4,OPERATIONAL
दिप ऊर्जा पॉवर सोल्युशन,078758 95804,https://dipurja.com/,"Shop No 8, Anushka Park, Sagar Village, Nashik, Maharashtra 422003, India",5,174,Nashik,Maharashtra,Residential Solar Installers,ChIJK_rlnb_r3TsRCbSvlKpKsAw,OPERATIONAL
NATURE TEK SOLAR PVT. LTD,099229 63033,https://www.natureteksolar.com/,"The Avenue 503 Chowk, behind Prakash Petrol Pump, Mumbai Naka, Govind Nagar, Nashik, Maharashtra 422009, India",5,24,Nashik,Maharashtra,Residential Solar Installers,ChIJJ4dcsQnr3TsRadTG57Ngclw,OPERATIONAL
"Elite India Solar Systems, Nashik",088887 19170,,"Nirman bhavan, Narhar Nagar, Tagore Nagar, Nashik, Maharashtra 422006, India",4.9,29,Nashik,Maharashtra,Residential Solar Installers,ChIJ13Cpoq_GJUoRlAM9IlAr7gI,OPERATIONAL
Deshmukh Solar Energy Pvt. Ltd.,092255 30444,https://deshmukhenergy.com/,"Road, opposite Adgaon Substation, near Pimpri Sayyad Road, Vinchurgavali, Nashik, Maharashtra 422003, India",4.2,58,Nashik,Maharashtra,Residential Solar Installers,ChIJM-fyOgHr3TsRWILgyM1ZSEY,OPERATIONAL
RRY CORPORATE ( SOLAR GREEN ENERGY AND RMC COMPANY ),,https://www.rrysolar.com/,"Laxmi Enclave Lane no.2, Sharanpur Rd, next to Chai Tapri Cafe, Pandit Colony, Nashik, Maharashtra 422002, India",4.8,18,Nashik,Maharashtra,Residential Solar Installers,ChIJH6Osgkvr3TsRL098_Gjzd7U,OPERATIONAL
sunsai solar and eletronics,098506 03781,https://sunsaisolar.in/,"sunsai solar and electronics, om app, Murlidhar Vyas Colony, Prashant Nagar, Pathardi Phata, Nashik, Maharashtra 422010, India",5,102,Nashik,Maharashtra,Residential Solar Installers,ChIJYVIaukOV3TsR4EYDx0kr_0Y,OPERATIONAL
Trenex Energy Pvt. Ltd.,090117 34376,http://www.trenexenergy.com/,"Shree Swami Samarth Bunglow, Talathi Colony, near Meri Cricket Ground, Shiv Nagar, Tarwala Nagar, Nashik, Maharashtra 422004, India",4.9,32,Nashik,Maharashtra,Residential Solar Installers,ChIJqYSG24zB3TsRaz2F7lGEHgE,OPERATIONAL
Wadekar Solar Pvt. Ltd.,070208 08187,http://www.wadekarsolar.co.in/,"Shivtirth, Jail Rd, near Holy Flower School, Shriram Nagar, Lokhande Mala, Nashik Road, Nashik, Maharashtra 422101, India",5,27,Nashik,Maharashtra,Residential Solar Installers,ChIJN5eT66Tq3TsRbF2Ed6y7kW4,OPERATIONAL
Globesun Solar,,,"Jai Mangalmutri Apt, Gangapur Rd, Shreerang Nagar, Nashik, Maharashtra 422013, India",4.6,232,Nashik,Maharashtra,Residential Solar Installers,ChIJQyWWbKvr3TsR6W40naGuvgk,OPERATIONAL
